,NAME,ADJUSTMENT,HOLES,RELATIVE_PAR,SG_PUTTING,SG_OTT,SG_APR,SG_ARG,WINS,TOP_10S,1ST,2ND,3RD,YEAR,SCORE_AVERAGE,DRIVING_DISTANCE,DRIVING_ACCURACY,DRIVING_USAGE,GREENS_IN_REGULATION,TOTAL_SG
1637,Doug Ghim,30.096,720.0,-0.23,-8.979,-0.07400000000000001,-0.244,0.12,0.0,0.0,0.0,0.0,0.0,2020,71.4024,295.95,0.6368515205724508,0.1111111111111111,0.6958333333333333,-0.198
1638,Brian Gay,37.671,1134.0,-0.3,6.473,-0.353,-0.293,-0.061,0.0,2.0,0.0,0.0,1.0,2020,71.40747619047619,288.5,0.58683314415437,0.1111111111111111,0.6481481481481481,-0.7069999999999999
1639,Patton Kizzire,47.442,990.0,-0.3,21.313,-0.6609999999999999,-0.368,-0.031,0.0,0.0,0.0,0.0,0.0,2020,71.4444,294.77272727272725,0.5402597402597402,0.1111111111111111,0.6484848484848484,-1.0599999999999998
1640,Kramer Hickok,38.152,882.0,-0.22,-19.222,0.195,-0.384,0.193,0.0,0.0,0.0,0.0,0.0,2020,71.47248979591836,292.7755102040816,0.6715328467153284,0.1111111111111111,0.6621315192743764,0.0040000000000000036
1641,Vincent Whaley,29.158,684.0,-0.29,7.7570000000000014,-0.002,-0.7609999999999999,-0.259,0.0,0.0,0.0,0.0,0.0,2020,71.47784210526315,300.94736842105266,0.583804143126177,0.1111111111111111,0.6666666666666666,-1.0219999999999998
1642,Sung Kang,20.664,1314.0,-0.26,-19.028,0.006,0.0,-0.231,0.0,2.0,0.0,1.0,0.0,2020,71.48854794520548,303.4153846153846,0.5563173359451518,0.0989345509893455,0.6529680365296804,-0.225
1643,Austin Cook,55.303,1080.0,-0.26,5.532,0.276,-0.4920000000000001,-0.049,0.0,0.0,0.0,0.0,0.0,2020,71.52171666666666,293.7916666666667,0.6674612634088201,0.1111111111111111,0.6824074074074075,-0.26500000000000007
1644,Kris Ventura,49.938,792.0,-0.32,19.419,0.172,-0.314,-0.665,0.0,0.0,0.0,0.0,0.0,2020,71.56677272727273,305.7386363636364,0.5967479674796748,0.1111111111111111,0.6717171717171717,-0.807
1645,Scott Brown,39.617,1152.0,-0.25,-12.932,0.215,-0.307,0.004,0.0,1.0,0.0,1.0,0.0,2020,71.572140625,288.546875,0.6737430167597765,0.1111111111111111,0.6449652777777778,-0.088
1646,Kevin Chappell,27.509,738.0,-0.29,6.339,-0.099,-0.304,-0.158,0.0,0.0,0.0,0.0,0.0,2020,71.57339024390244,300.5975609756098,0.5654450261780105,0.1111111111111111,0.6517615176151762,-0.561
1647,Peter Malnati,43.69,1026.0,-0.3,15.634,-0.461,-0.431,0.067,0.0,0.0,0.0,0.0,0.0,2020,71.57350877192982,287.640350877193,0.5445420326223338,0.1111111111111111,0.6257309941520468,-0.825
1648,Hank Lebioda,42.77,990.0,-0.26,-25.205,-0.062,-0.053,0.109,0.0,1.0,0.0,0.0,1.0,2020,71.57763636363636,294.6636363636364,0.6033810143042913,0.1111111111111111,0.6767676767676768,-0.0059999999999999915
1649,Scott Harrington,26.659,1224.0,-0.27,4.76,0.234,-0.579,-0.087,0.0,1.0,0.0,1.0,0.0,2020,71.58322058823529,307.1029411764706,0.583596214511041,0.1111111111111111,0.6446078431372549,-0.43199999999999994
1650,Roger Sloan,42.905,918.0,-0.26,-2.269,-0.198,-0.384,0.042,0.0,0.0,0.0,0.0,0.0,2020,71.58637254901961,291.54901960784315,0.5826330532212886,0.1111111111111111,0.6557734204793029,-0.54
1651,Anirban Lahiri,31.027,630.0,-0.28,-5.097,0.05,-0.56,0.057,0.0,0.0,0.0,0.0,0.0,2020,71.60077142857143,294.4142857142857,0.6073619631901841,0.1111111111111111,0.680952380952381,-0.453
1652,Wes Roach,33.096,720.0,-0.27,-11.103,-0.175,-0.449,0.073,0.0,0.0,0.0,0.0,0.0,2020,71.6024,290.45,0.6261180679785331,0.1111111111111111,0.6791666666666667,-0.551
1653,Tyler McCumber,35.686,954.0,-0.26,-28.548,0.215,0.014,-0.203,0.0,0.0,0.0,0.0,0.0,2020,71.63558490566038,310.22641509433964,0.5425101214574899,0.1111111111111111,0.6624737945492662,0.025999999999999995
1654,C.T. Pan,23.696,1008.0,-0.22,-32.99,-0.258,0.277,-0.104,0.0,0.0,0.0,0.0,0.0,2020,71.63742857142857,286.9791666666667,0.6025641025641025,0.09523809523809523,0.6726190476190477,-0.08499999999999998
1655,Zac Blair,34.501,1188.0,-0.26,5.1629999999999985,-0.405,-0.443,-0.065,0.0,1.0,0.0,0.0,0.0,2020,71.70456060606061,280.8863636363636,0.6262188515709642,0.1111111111111111,0.6346801346801347,-0.913
1656,Michael Gligic,39.546,864.0,-0.26,-5.966,0.136,-0.08900000000000001,-0.08,0.0,0.0,0.0,0.0,0.0,2020,71.71970833333333,298.3854166666667,0.5946348733233979,0.1111111111111111,0.6712962962962963,-0.033
1657,Chris Stroud,43.735,828.0,-0.29,2.104,-0.39,-0.194,-0.051,0.0,0.0,0.0,0.0,0.0,2020,71.73336956521739,287.0326086956522,0.5940902021772939,0.1111111111111111,0.6461352657004831,-0.6350000000000001
1658,Ryan Brehm,46.878,900.0,-0.27,-17.514,0.34600000000000003,-0.327,-0.293,0.0,0.0,0.0,0.0,0.0,2020,71.79756,315.27,0.48783977110157367,0.1111111111111111,0.6877777777777778,-0.27399999999999997
1659,Danny Willett,5.189,720.0,-0.27,7.659,-0.004,-0.336,-0.188,0.0,1.0,0.0,0.0,0.0,2020,71.80472499999999,301.203125,0.5535714285714286,0.08888888888888889,0.625,-0.528
1660,Grayson Murray,26.161,648.0,-0.3,-23.877,0.16399999999999998,-0.16699999999999998,0.083,0.0,0.0,0.0,0.0,0.0,2020,71.81002777777778,313.7638888888889,0.5416666666666666,0.1111111111111111,0.6388888888888888,0.08
1661,Ben Taylor,40.583,756.0,-0.24,-0.049,-0.337,-0.054000000000000006,-0.192,0.0,0.0,0.0,0.0,0.0,2020,71.82340476190477,295.2142857142857,0.5792163543441227,0.1111111111111111,0.6891534391534392,-0.583
1662,Robert Streb,37.795,900.0,-0.27,-18.343,-0.117,-0.221,-0.244,0.0,1.0,0.0,0.0,0.0,2020,71.8359,293.69,0.580829756795422,0.1111111111111111,0.6733333333333333,-0.5820000000000001
1663,Graeme McDowell,10.563,864.0,-0.26,-8.198,-0.586,0.122,-0.103,0.0,1.0,0.0,0.0,0.0,2020,71.86589583333334,283.90697674418607,0.6201780415430267,0.09953703703703703,0.6331018518518519,-0.567
1664,Arjun Atwal,31.869,558.0,-0.24,-10.953,-0.315,-0.377,0.238,0.0,0.0,0.0,0.0,0.0,2020,71.86674193548387,286.4516129032258,0.6651270207852193,0.1111111111111111,0.6648745519713262,-0.45399999999999996
1665,Andrew Putnam,28.061,828.0,-0.25,26.925,-1.121,-0.495,-0.246,0.0,1.0,0.0,0.0,0.0,2020,71.87089130434784,277.8529411764706,0.5703125,0.0821256038647343,0.6376811594202898,-1.862
1666,"Ted Potter, Jr.",35.592,792.0,-0.24,-15.9,-0.378,0.11,-0.14800000000000002,0.0,0.0,0.0,0.0,0.0,2020,71.87709090909091,290.1931818181818,0.6065040650406504,0.1111111111111111,0.6893939393939394,-0.41600000000000004
1667,Jimmy Walker,-5.343,828.0,-0.27,-14.318,-0.909,0.444,-0.031,0.0,0.0,0.0,0.0,0.0,2020,71.92732608695653,298.0217391304348,0.4681181959564541,0.1111111111111111,0.6219806763285024,-0.496
1668,Kevin Tway,21.639,864.0,-0.26,-12.211,-0.422,-0.35,0.107,0.0,0.0,0.0,0.0,0.0,2020,71.99247916666667,303.7916666666667,0.49850299401197606,0.08333333333333333,0.6261574074074074,-0.665
1669,Zack Sucher,35.202,648.0,-0.26,-6.082999999999998,0.127,-0.403,0.14800000000000002,0.0,0.0,0.0,0.0,0.0,2020,72.00561111111112,301.55555555555554,0.532803180914513,0.1111111111111111,0.683641975308642,-0.128
1670,Jim Herman,12.345,1080.0,-0.22,-12.504,0.21,-0.438,-0.431,1.0,1.0,1.0,0.0,0.0,2020,72.02241666666667,285.55,0.6927639383155397,0.1111111111111111,0.6416666666666667,-0.659
1671,Michael Gellerman,42.996,756.0,-0.26,5.832999999999998,-0.404,0.08800000000000001,-0.403,0.0,0.0,0.0,0.0,0.0,2020,72.04752380952381,293.5238095238095,0.6252129471890971,0.1111111111111111,0.6825396825396826,-0.7190000000000001
1672,Bill Haas,49.628,792.0,-0.22,-36.32,-0.133,-0.128,0.265,0.0,0.0,0.0,0.0,0.0,2020,72.05972727272727,294.25,0.6130081300813008,0.1111111111111111,0.6944444444444444,0.0040000000000000036
1673,J.J. Spaun,45.844,1044.0,-0.28,-5.902,-0.057,-0.266,-0.214,0.0,0.0,0.0,0.0,0.0,2020,72.06627586206896,297.3965517241379,0.5782983970406905,0.1111111111111111,0.6599616858237548,-0.537
1674,Rhein Gibson,45.364,900.0,-0.28,14.703,-0.888,-0.757,0.342,0.0,0.0,0.0,0.0,0.0,2020,72.08728,297.83,0.51931330472103,0.1111111111111111,0.6522222222222223,-1.303
1675,Sebastian Cappelen,44.603,954.0,-0.27,1.912,-0.293,-0.862,0.01,0.0,0.0,0.0,0.0,0.0,2020,72.10571698113208,303.6981132075472,0.5114709851551957,0.1111111111111111,0.6436058700209644,-1.145
1676,Dominic Bozzelli,33.988,648.0,-0.33,12.003,-0.8390000000000001,-0.393,-0.23,0.0,0.0,0.0,0.0,0.0,2020,72.27744444444444,299.0416666666667,0.5168986083499006,0.1111111111111111,0.6296296296296297,-1.4620000000000002
1677,Nelson Ledesma,37.145,720.0,-0.28,-1.49,-0.7040000000000001,-0.645,-0.424,0.0,0.0,0.0,0.0,0.0,2020,72.578625,298.15,0.5098389982110912,0.1111111111111111,0.6263888888888889,-1.7730000000000001
1678,Matt Every,32.485,810.0,-0.28,-26.07,-0.335,-0.4,-0.395,0.0,0.0,0.0,0.0,0.0,2020,72.58855555555556,292.3222222222222,0.5802861685214626,0.1111111111111111,0.6506172839506172,-1.1300000000000001
1679,Bo Van Pelt,39.191,774.0,-0.22,-24.281,-0.568,-1.06,-0.048,0.0,0.0,0.0,0.0,0.0,2020,73.58583720930233,291.6511627906977,0.5923460898502496,0.1111111111111111,0.6511627906976745,-1.6760000000000002
1680,Martin Trainer,27.774,828.0,-0.25,-12.658,-0.76,-2.115,-0.253,0.0,0.0,0.0,0.0,0.0,2020,74.86465217391304,302.1195652173913,0.4806800618238022,0.1111111111111111,0.5205314009661836,-3.128
1681,Justin Thomas,21.936,828.0,-0.39,4.229,0.136,1.129,0.435,1.0,5.0,1.0,1.0,1.0,2021,69.73773913043479,301.82608695652175,0.5875,0.1111111111111111,0.6944444444444444,1.7000000000000002
1682,Bryson DeChambeau,2.144,612.0,-0.38,11.308,1.144,0.696,0.259,2.0,5.0,2.0,0.0,1.0,2021,69.76894117647058,321.1029411764706,0.5770833333333333,0.1111111111111111,0.6666666666666666,2.0989999999999998
1683,Russell Henley,38.655,864.0,-0.29,10.4,0.095,0.918,0.062,0.0,4.0,0.0,0.0,2.0,2021,69.78447916666667,289.84375,0.6676737160120846,0.1111111111111111,0.7118055555555556,1.0750000000000002
1684,Joaquin Niemann,32.343,1008.0,-0.33,24.357,0.584,0.412,0.107,0.0,4.0,0.0,2.0,0.0,2021,69.79183928571429,311.9732142857143,0.6025641025641025,0.1111111111111111,0.6984126984126984,1.103
1685,Webb Simpson,40.842,828.0,-0.31,21.851,0.247,0.293,0.386,0.0,5.0,0.0,0.0,0.0,2021,69.84439130434782,292.7391304347826,0.7111801242236024,0.1111111111111111,0.7004830917874396,0.926
1686,Dustin Johnson,-3.379,684.0,-0.33,0.153,0.442,0.5589999999999999,0.227,1.0,4.0,1.0,1.0,0.0,2021,69.88476315789474,311.60526315789474,0.5965909090909091,0.1111111111111111,0.6812865497076024,1.228
1687,Xander Schauffele,22.053,828.0,-0.39,25.927,0.355,0.409,0.412,0.0,6.0,0.0,3.0,1.0,2021,69.89245652173913,306.2826086956522,0.5993788819875776,0.1111111111111111,0.6859903381642513,1.176
1688,Jon Rahm,23.595,864.0,-0.36,-0.741,0.841,0.5820000000000001,0.326,0.0,9.0,0.0,1.0,0.0,2021,69.90822916666666,307.09375,0.6339285714285714,0.1111111111111111,0.7210648148148148,1.749
1689,Cameron Tringale,22.905,1080.0,-0.33,25.777,0.284,0.361,0.085,0.0,4.0,0.0,0.0,2.0,2021,69.96508333333333,300.175,0.6141826923076923,0.1111111111111111,0.6805555555555556,0.73
1690,Will Zalatoris,6.101,1044.0,-0.31,4.822,0.254,0.942,0.12,0.0,0.0,0.0,1.0,0.0,2021,69.96725862068966,307.55172413793105,0.5640394088669951,0.1111111111111111,0.6944444444444444,1.3159999999999998
1691,Cameron Smith,40.062,972.0,-0.4,27.264,0.002,0.4320000000000001,0.236,1.0,6.0,1.0,1.0,0.0,2021,69.98262962962963,297.56481481481484,0.582010582010582,0.1111111111111111,0.6553497942386831,0.6700000000000002
1692,Corey Conners,20.122,1188.0,-0.32,11.839,0.637,0.76,-0.102,0.0,7.0,0.0,0.0,1.0,2021,69.98669696969698,295.2348484848485,0.7006578947368421,0.1111111111111111,0.7070707070707071,1.295
1693,Tony Finau,16.873,936.0,-0.37,4.154,0.354,0.547,0.349,0.0,6.0,0.0,2.0,0.0,2021,69.9975576923077,304.875,0.5483425414364641,0.1111111111111111,0.6613247863247863,1.25
1694,Louis Oosthuizen,10.333,828.0,-0.32,30.927,0.13699999999999998,0.41,0.209,0.0,4.0,0.0,1.0,1.0,2021,70.00723913043478,296.69565217391306,0.6484375,0.1111111111111111,0.6570048309178744,0.7559999999999999
1695,Viktor Hovland,12.815,972.0,-0.33,2.861,0.812,0.266,0.142,1.0,5.0,1.0,2.0,1.0,2021,70.0150925925926,300.64814814814815,0.6390374331550802,0.1111111111111111,0.6820987654320988,1.22
1696,Daniel Berger,30.73,792.0,-0.34,21.135,0.389,0.55,-0.131,1.0,4.0,1.0,0.0,0.0,2021,70.1075,297.6136363636364,0.6428571428571429,0.1111111111111111,0.6994949494949495,0.808
1697,Brooks Koepka,8.074,576.0,-0.33,17.117,0.388,0.544,0.16399999999999998,1.0,4.0,1.0,1.0,0.0,2021,70.1585625,307.734375,0.5472972972972973,0.1111111111111111,0.6753472222222222,1.096
1698,Brian Harman,35.231,1116.0,-0.33,29.234,0.259,0.021,0.18,0.0,3.0,0.0,0.0,1.0,2021,70.19727419354838,292.63709677419354,0.6616279069767442,0.1111111111111111,0.6523297491039427,0.46
1699,Emiliano Grillo,53.36,1188.0,-0.29,-2.707,0.617,0.512,-0.284,0.0,3.0,0.0,1.0,0.0,2021,70.20242424242424,299.7121212121212,0.6510869565217391,0.1111111111111111,0.7289562289562289,0.845
1700,Chris Kirk,33.87,1044.0,-0.35,13.132,0.255,0.42,0.153,0.0,4.0,0.0,1.0,0.0,2021,70.23913793103448,291.2413793103448,0.6426799007444168,0.1111111111111111,0.6743295019157088,0.8280000000000001
1701,Matt Jones,24.188,1152.0,-0.31,23.103,0.063,0.005,0.246,1.0,3.0,1.0,0.0,0.0,2021,70.2529375,304.21875,0.5627802690582959,0.1111111111111111,0.6710069444444444,0.314
1702,Patrick Reed,5.265,684.0,-0.4,26.632,0.101,0.233,0.208,1.0,4.0,1.0,0.0,0.0,2021,70.27013157894737,289.5394736842105,0.6396226415094339,0.1111111111111111,0.6345029239766082,0.542
1703,Keegan Bradley,24.261,1080.0,-0.34,-20.081,0.324,0.826,0.287,0.0,4.0,0.0,1.0,0.0,2021,70.30435000000001,300.1333333333333,0.6558752997601919,0.1111111111111111,0.6898148148148148,1.4369999999999998
1704,Charley Hoffman,48.891,1314.0,-0.33,12.565,0.36,0.669,0.033,0.0,4.0,0.0,1.0,0.0,2021,70.32727397260274,306.17123287671234,0.5522682445759369,0.1111111111111111,0.680365296803653,1.0619999999999998
1705,Tyrrell Hatton,14.279,756.0,-0.35,10.38,0.415,0.905,-0.516,0.0,3.0,0.0,0.0,1.0,2021,70.3399761904762,295.8809523809524,0.6431034482758621,0.1111111111111111,0.656084656084656,0.804
1706,Patrick Cantlay,35.427,828.0,-0.38,21.684,0.434,0.5579999999999999,0.386,1.0,4.0,1.0,1.0,1.0,2021,70.35710869565217,301.7717391304348,0.6149068322981367,0.1111111111111111,0.6871980676328503,1.3780000000000001
1707,Sungjae Im,41.609,1404.0,-0.33,36.921,0.665,0.128,-0.187,0.0,3.0,0.0,1.0,0.0,2021,70.36678205128206,297.10897435897436,0.6891143911439115,0.1111111111111111,0.6851851851851852,0.6060000000000001
1708,Sam Burns,33.906,972.0,-0.39,30.462,0.263,0.52,-0.147,1.0,5.0,1.0,0.0,1.0,2021,70.36862962962962,307.39814814814815,0.5775401069518716,0.1111111111111111,0.676954732510288,0.636
1709,Max Homa,14.683,1044.0,-0.36,10.565,0.087,0.396,0.135,1.0,4.0,1.0,0.0,0.0,2021,70.37384482758621,302.7241379310345,0.5758706467661692,0.1111111111111111,0.6360153256704981,0.618
1710,Matt Fitzpatrick,3.243,720.0,-0.32,21.625,0.516,0.181,0.209,0.0,4.0,0.0,0.0,0.0,2021,70.381075,289.5125,0.685251798561151,0.1111111111111111,0.6625,0.906
1711,Stewart Cink,43.129,900.0,-0.3,9.383,-0.013,0.516,-0.01,2.0,3.0,2.0,0.0,0.0,2021,70.38258,305.97,0.5868945868945868,0.1111111111111111,0.7355555555555555,0.493
1712,Abraham Ancer,34.959,1080.0,-0.3,12.901,0.343,0.327,0.023,0.0,3.0,0.0,0.0,0.0,2021,70.38265,290.175,0.7296650717703349,0.1111111111111111,0.6972222222222222,0.6930000000000001
1713,Jordan Spieth,4.694,864.0,-0.35,15.88,-0.204,0.5579999999999999,0.404,1.0,6.0,1.0,0.0,2.0,2021,70.41029166666667,297.2395833333333,0.5225225225225225,0.1111111111111111,0.6481481481481481,0.758
1714,Zach Johnson,9.079,1044.0,-0.27,38.099,-0.077,0.058,0.006,0.0,3.0,0.0,0.0,0.0,2021,70.46687931034484,289.7844827586207,0.6169154228855721,0.1111111111111111,0.6762452107279694,-0.012999999999999996
1715,Hideki Matsuyama,21.31,1044.0,-0.31,-14.515,0.135,0.519,0.374,1.0,2.0,1.0,1.0,0.0,2021,70.48810344827587,296.80172413793105,0.6163366336633663,0.1111111111111111,0.6733716475095786,1.028
1716,Shane Lowry,-12.247,792.0,-0.25,-4.636,0.28,0.284,0.316,0.0,2.0,0.0,0.0,0.0,2021,70.49438636363637,299.5681818181818,0.6062091503267973,0.1111111111111111,0.6868686868686869,0.8800000000000001
1717,Talor Gooch,32.291,1008.0,-0.33,14.285,0.038,0.344,-0.121,0.0,3.0,0.0,0.0,0.0,2021,70.50519642857144,300.51785714285717,0.603359173126615,0.1111111111111111,0.6547619047619048,0.26099999999999995
1718,Rory McIlroy,-3.963,684.0,-0.34,1.225,0.774,0.17800000000000002,0.112,0.0,4.0,0.0,0.0,0.0,2021,70.55360526315789,318.2105263157895,0.571969696969697,0.1111111111111111,0.6535087719298246,1.064
1719,Kevin Streelman,33.237,1044.0,-0.31,-3.905,0.274,0.386,-0.051,0.0,2.0,0.0,0.0,1.0,2021,70.57305172413793,294.3189655172414,0.6467661691542289,0.1111111111111111,0.6906130268199234,0.609
1720,Jason Kokrak,29.498,1044.0,-0.34,29.35,0.517,0.099,-0.205,1.0,4.0,1.0,0.0,0.0,2021,70.57755172413793,306.0344827586207,0.6225247524752475,0.1111111111111111,0.685823754789272,0.41100000000000003
1721,Harris English,34.957,864.0,-0.33,15.075,0.087,-0.008,0.084,1.0,5.0,1.0,0.0,0.0,2021,70.5824375,297.2395833333333,0.6592261904761905,0.1111111111111111,0.6643518518518519,0.16299999999999998
1722,Patton Kizzire,45.696,1116.0,-0.32,27.528,-0.104,0.124,-0.009000000000000001,0.0,3.0,0.0,0.0,0.0,2021,70.59187096774194,300.35483870967744,0.5662790697674419,0.1111111111111111,0.6872759856630825,0.011000000000000003
1723,Doug Ghim,36.731,1116.0,-0.3,-13.262,0.157,0.598,0.027000000000000003,0.0,1.0,0.0,0.0,0.0,2021,70.59243548387096,294.63709677419354,0.6547344110854504,0.1111111111111111,0.6845878136200717,0.782
1724,Paul Casey,3.38,792.0,-0.29,2.48,0.211,0.705,0.183,0.0,4.0,0.0,0.0,0.0,2021,70.59954545454546,303.22727272727275,0.6332236842105263,0.1111111111111111,0.678030303030303,1.099
1725,John Huh,14.315,720.0,-0.27,-13.547,0.147,0.239,0.321,0.0,0.0,0.0,0.0,0.0,2021,70.607875,291.3375,0.6462093862815884,0.1111111111111111,0.6583333333333333,0.7070000000000001
1726,Matt Wallace,-7.023,648.0,-0.36,14.851,-0.15,0.785,0.11,0.0,1.0,0.0,0.0,1.0,2021,70.63825,297.2916666666667,0.5813492063492064,0.1111111111111111,0.6388888888888888,0.745
1727,Si Woo Kim,30.861,1062.0,-0.3,4.038,0.266,0.18600000000000005,0.339,1.0,3.0,1.0,0.0,0.0,2021,70.64171186440677,297.79661016949154,0.5970873786407767,0.1111111111111111,0.6751412429378532,0.7910000000000001
1728,Collin Morikawa,39.044,828.0,-0.32,-19.166,0.257,1.182,0.055,1.0,4.0,1.0,0.0,0.0,2021,70.65313043478261,293.94565217391306,0.7003105590062112,0.1111111111111111,0.7198067632850241,1.494
1729,Charles Howell III,11.84,972.0,-0.25,7.8,0.43,-0.451,0.276,0.0,1.0,0.0,0.0,0.0,2021,70.68222222222222,297.22222222222223,0.5930851063829787,0.1111111111111111,0.654320987654321,0.255
1730,Ryan Palmer,51.406,972.0,-0.35,9.537,0.411,0.525,0.132,0.0,4.0,0.0,1.0,0.0,2021,70.6927037037037,303.5,0.5970744680851063,0.1111111111111111,0.6831275720164609,1.068
1731,Steve Stricker,-6.66,468.0,-0.28,6.718,0.005,-0.43,0.452,0.0,1.0,0.0,0.0,0.0,2021,70.70538461538462,283.2692307692308,0.6730769230769231,0.1111111111111111,0.6367521367521367,0.027000000000000024
1732,James Hahn,41.718,828.0,-0.32,22.102,-0.108,0.203,-0.052000000000000005,0.0,4.0,0.0,0.0,0.0,2021,70.71126086956521,298.44565217391306,0.6442006269592476,0.1111111111111111,0.6980676328502415,0.04300000000000001
1733,Denny McCarthy,16.404,1116.0,-0.28,24.935,0.029,-0.205,0.214,0.0,3.0,0.0,0.0,1.0,2021,70.71619354838711,295.6774193548387,0.641860465116279,0.1111111111111111,0.6514336917562724,0.038000000000000006
1734,Cameron Davis,27.668,1008.0,-0.33,0.5329999999999999,0.591,0.289,-0.294,0.0,2.0,0.0,0.0,1.0,2021,70.72621428571429,310.5625,0.5372750642673522,0.1111111111111111,0.6557539682539683,0.5859999999999999
1735,Scottie Scheffler,48.286,1080.0,-0.35,4.937,0.5820000000000001,0.039,0.254,0.0,4.0,0.0,1.0,0.0,2021,70.7381,305.15,0.6694711538461539,0.1111111111111111,0.6805555555555556,0.8750000000000001
1736,Matthew NeSmith,30.038,1116.0,-0.27,-12.408,0.173,0.782,-0.091,0.0,2.0,0.0,0.0,0.0,2021,70.79093548387097,297.5725806451613,0.654292343387471,0.1111111111111111,0.732078853046595,0.8640000000000001
1737,Harold Varner III,20.185,936.0,-0.28,1.7519999999999998,0.239,0.508,0.217,0.0,1.0,0.0,1.0,0.0,2021,70.81125,302.08653846153845,0.5980662983425414,0.1111111111111111,0.6709401709401709,0.964
1738,Sepp Straka,44.772,1260.0,-0.34,6.956,0.1,0.083,-0.03,0.0,2.0,0.0,0.0,0.0,2021,70.82531428571428,303.1,0.5727459016393442,0.1111111111111111,0.6674603174603174,0.153
1739,Carlos Ortiz,57.593,936.0,-0.33,12.255999999999998,0.36,-0.309,0.293,1.0,3.0,1.0,0.0,0.0,2021,70.83832692307692,303.75,0.606353591160221,0.1111111111111111,0.6837606837606838,0.344
1740,Brice Garnett,48.1,1116.0,-0.3,19.302,0.17,-0.394,-0.233,0.0,2.0,0.0,0.0,0.0,2021,70.84032258064516,288.58870967741933,0.7060185185185185,0.1111111111111111,0.6747311827956989,-0.457
1741,Lucas Glover,9.828,1152.0,-0.27,-9.43,0.31,0.142,0.185,0.0,2.0,0.0,0.0,0.0,2021,70.8410625,294.671875,0.6292134831460674,0.1111111111111111,0.6588541666666666,0.637
1742,Jason Day,5.093,810.0,-0.27,2.6060000000000003,0.481,0.004,0.258,0.0,2.0,0.0,0.0,0.0,2021,70.84651111111111,300.3333333333333,0.6061093247588425,0.1111111111111111,0.662962962962963,0.743
1743,Roger Sloan,21.809,864.0,-0.26,-8.937000000000003,0.332,0.442,-0.223,0.0,0.0,0.0,0.0,0.0,2021,70.87102083333333,294.96875,0.5955223880597015,0.1111111111111111,0.6828703703703703,0.551
1744,Aaron Wise,19.929,792.0,-0.24,-27.001,0.289,0.344,0.12,0.0,1.0,0.0,1.0,0.0,2021,70.90747727272728,302.45454545454544,0.5490196078431373,0.1111111111111111,0.7095959595959596,0.753
1745,Adam Scott,-4.779,792.0,-0.32,11.947,-0.073,0.34,-0.057,0.0,1.0,0.0,0.0,0.0,2021,70.91411363636364,307.97727272727275,0.5438311688311688,0.1111111111111111,0.6590909090909091,0.21000000000000002
1746,Tom Hoge,48.27,1152.0,-0.36,7.9460000000000015,-0.124,0.53,-0.063,0.0,1.0,0.0,0.0,1.0,2021,70.92609375,289.21875,0.615990990990991,0.1111111111111111,0.6449652777777778,0.343
1747,Sergio Garcia,31.676,720.0,-0.3,-21.2,0.862,0.168,0.14800000000000002,1.0,3.0,1.0,0.0,0.0,2021,70.9419,308.8625,0.5960854092526691,0.1111111111111111,0.7,1.178
1748,Wyndham Clark,34.107,972.0,-0.35,-3.294,0.045,-0.317,0.231,0.0,2.0,0.0,1.0,0.0,2021,70.94642592592592,315.5,0.488,0.1111111111111111,0.6502057613168725,-0.04100000000000001
1749,Russell Knox,33.078,1080.0,-0.26,-17.033,0.002,0.514,-0.035,0.0,2.0,0.0,0.0,0.0,2021,70.9513,290.95,0.6454326923076923,0.1111111111111111,0.6981481481481482,0.481
1750,Erik van Rooyen,-2.077,774.0,-0.34,7.791,0.044,0.207,-0.112,0.0,1.0,0.0,0.0,0.0,2021,70.9516976744186,301.8139534883721,0.575503355704698,0.1111111111111111,0.6317829457364341,0.139
1751,Anirban Lahiri,24.375,720.0,-0.35,4.127,0.094,-0.28,0.126,0.0,2.0,0.0,0.0,0.0,2021,70.959375,296.3625,0.5,0.1111111111111111,0.6333333333333333,-0.060000000000000026
1752,Ian Poulter,-3.274,684.0,-0.26,19.327,-0.17600000000000002,-0.594,0.276,0.0,1.0,0.0,0.0,0.0,2021,70.96647368421053,282.88157894736844,0.6590909090909091,0.1111111111111111,0.6023391812865497,-0.494
1753,Jhonattan Vegas,15.391,936.0,-0.3,-8.02,0.467,-0.29100000000000004,-0.063,0.0,1.0,0.0,1.0,0.0,2021,70.9690576923077,305.96153846153845,0.5763888888888888,0.1111111111111111,0.6495726495726496,0.11299999999999999
1754,Billy Horschel,41.524,1008.0,-0.33,20.29,0.36,-0.196,0.004,1.0,5.0,1.0,1.0,0.0,2021,70.97364285714285,294.5357142857143,0.6619897959183674,0.1111111111111111,0.6755952380952381,0.16799999999999998
1755,Lanto Griffin,20.868,1080.0,-0.34,32.306999999999995,-0.005,0.511,-0.2,0.0,2.0,0.0,0.0,0.0,2021,70.98113333333335,302.825,0.5575539568345323,0.1111111111111111,0.6518518518518519,0.306
1756,Branden Grace,17.946,1044.0,-0.3,-1.28,0.006,0.145,-0.044,1.0,1.0,1.0,0.0,0.0,2021,70.98182758620689,293.07758620689657,0.5632754342431762,0.1111111111111111,0.6503831417624522,0.107
